Station id,Station Name,Longitude (degrees),Latitude (degrees),Elevation (m),Code,Abbreviation,Year,Jan,Feb,Mar,April,May,June,July,Aug,Sep,Oct,Nov,Dec
01MU004A,ALAMBIL,80.83,9.17,16,5,PRECIP,2019,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA,287.4000027,DNA,DNA
01MU004A,ALAMBIL,80.83,9.17,16,5,PRECIP,2020,DNA,DNA,DNA,DNA,DNA,DNA,DNA,49.00000095,58.70000076,DNA,DNA,463.7000008
01MU004A,ALAMBIL,80.83,9.17,16,5,PRECIP,2022,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA,289.3000026,457.500001,448.5999985
01MU004A,ALAMBIL,80.83,9.17,16,5,PRECIP,2023,249.3999983,88.40000019,15.70000036,5.300000191,141.2000012,DNA,DNA,68.30000001,83.79999924,127.7000024,607.2999985,608.2999957
01TC0004,ALLAI TANK,81.32,8.4,6,5,PRECIP,2019,53,104.2999992,0,0,0,0,39.79999995,27.29999995,100,130.5999994,264.0999999,379.0999959
01TC0004,ALLAI TANK,81.32,8.4,6,5,PRECIP,2020,29.29999924,14.30000019,0,0,62.79999948,5.5,24.70000052,0,79.60000038,10.30000019,191.8000002,393.9000039
01TC0004,ALLAI TANK,81.32,8.4,6,5,PRECIP,2021,227.3999996,15,15,36.40000057,0,0,24.20000076,19,57.99999905,137.5000007,185.6999989,64.10000062
01TC0004,ALLAI TANK,81.32,8.4,6,5,PRECIP,2022,108.8000009,82.5,45,7,0,16,0,20.10000038,25,163.3999996,120.2999998,211.8999999
01TC0004,ALLAI TANK,81.32,8.4,6,5,PRECIP,2023,99.69999981,20.5,26.19999981,4.200000048,59.80000091,0,0,45.5,42.39999962,DNA,197.1999998,219.4000001
01MT001D,ALPALADENIYA,80.43,6.28,0,5,PRECIP,2019,DNA,230.8,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA
01RT0005,ALUPOLLA GROUP,80.58,6.72,762,5,PRECIP,2019,60.5,DNA,91.70000076,342.4000006,258.7000008,444.4000007,653.2000008,577,822,874,866,607
01RT0005,ALUPOLLA GROUP,80.58,6.72,762,5,PRECIP,2020,139,30,74.2,416.0000007,582.0000024,296.5000031,246,267,809,343,DNA,320
01RT0005,ALUPOLLA GROUP,80.58,6.72,762,5,PRECIP,2021,241,193,387,418,826,492,578,484,426,650,456,5
01RT0005,ALUPOLLA GROUP,80.58,6.72,762,5,PRECIP,2022,182,191,223,460,1323,496,702,840,242,782,269,220
01RT0005,ALUPOLLA GROUP,80.58,6.72,762,5,PRECIP,2023,227,235,382,277,436,446,222,101,944,856,995,430
01PL0007,ALUT OYA,80.9,8.22,16,5,PRECIP,2019,0,119.9999989,0,44.49999845,62.5000001,0,69.19999695,53.80000094,157.899999,312.8000016,272.4000001,533.4999968
01PL0007,ALUT OYA,80.9,8.22,16,5,PRECIP,2020,70.49999952,3.299999952,0,73.50000048,103.2999998,65.60000038,100.0000023,0,6.699999809,38.39999962,291.7999954,508.0000067
01PL0007,ALUT OYA,80.9,8.22,16,5,PRECIP,2021,365.5000004,22.80000031,68.19999886,63.10000038,45.40000105,0,37.59999847,101.6999989,139.3999958,388.0999981,317.7000028,161.0999994
01PL0007,ALUT OYA,80.9,8.22,16,5,PRECIP,2022,378.0000021,171.8000005,26.59999943,341.4000025,4.600000024,12.39999962,80.99999905,174.9000037,53.2,149.5000011,280.2000046,345.4000043
01PL0007,ALUT OYA,80.9,8.22,16,5,PRECIP,2023,261.9000025,253.0000038,60.60000189,93.70000076,319.300005,0,0,38.69999981,13.80000019,748.1000004,421.9999986,566.0999955
01HT0008,AMBALANTOTA GOVT. FARM,81.02,6.12,6,5,PRECIP,2019,1.899999976,49.79999924,8.700000286,69.09999943,34.49999952,42.5999999,62.19999862,248.6000032,430.4999973,426.7999952,122.3999994,207.800004
01HT0008,AMBALANTOTA GOVT. FARM,81.02,6.12,6,5,PRECIP,2020,22.5,0,DNA,63.39999986,15.19999981,26.89999962,183.3000002,22.19999981,163.3999985,17.89999998,166.4000025,58.5999999
01HT0008,AMBALANTOTA GOVT. FARM,81.02,6.12,6,5,PRECIP,2021,229.8999991,5.399999976,99.39999962,43.70000076,113.7,35.60000038,118.3000011,35.89999962,81.00000024,177.2000031,221.5999997,346.5000075
01HT0008,AMBALANTOTA GOVT. FARM,81.02,6.12,6,5,PRECIP,2022,0,0,141.900003,113.5,105.8000002,3.100000024,36.5,26.19999957,0,69.59999985,90.70000172,126.0000007
01HT0008,AMBALANTOTA GOVT. FARM,81.02,6.12,6,5,PRECIP,2023,56.29999852,48.39999962,60.00000048,86.600003,34.90000057,4.100000024,26.70000076,56.5,766.600002,538.0000005,247.1999993,398.6999952
01GM0011,AMBEPUSSA GOVT FARM,80.17,7.28,55,5,PRECIP,2019,22.60000038,192.8000008,6.800000101,332.9999976,40.79999912,201.4999988,108.5000006,273.6999975,288.1000023,453.2999975,401.2999997,180.0000013
01GM0011,AMBEPUSSA GOVT FARM,80.17,7.28,55,5,PRECIP,2020,49.70000064,0,6.400000095,197.9000009,245.9000049,173.6000019,82.79999882,53.29999995,492.8999937,87.20000112,167.6999975,159.5000018
01GM0011,AMBEPUSSA GOVT FARM,80.17,7.28,55,5,PRECIP,2021,131.0999983,7.099999905,265.7000006,138.0000014,655.4000019,479.1999982,137.8,138.6999987,225.100005,375.6999989,714.7999992,64.40000093
01GM0011,AMBEPUSSA GOVT FARM,80.17,7.28,55,5,PRECIP,2022,10.20000029,30.80000067,58.60000002,356.7000001,480.3000022,131.2000009,51.49999994,121.5000009,140.8000002,346.7000002,349.0999994,173.1
01GM0011,AMBEPUSSA GOVT FARM,80.17,7.28,55,5,PRECIP,2023,17.80000038,50.60000086,112.7000008,356.3,189.6999997,171.6999974,43.200001,50.09999967,629.3999956,479.6999965,900.6000056,218.6999984
01NE0010,AMBEWELA,80.8,6.88,1828,5,PRECIP,2019,42.70000005,151.3999998,3.800000101,239.4999976,108.2000027,89.1000002,213.400002,189.700002,383.499992,349.1999996,374.5999956,316.2000003
01NE0010,AMBEWELA,80.8,6.88,1828,5,PRECIP,2020,56.69999981,57.09999919,24.59999925,100.0999991,281.2999997,122.5000003,123.7999988,373.8999982,255.9000006,139.6999991,208.5999998,192.3999982
01NE0010,AMBEWELA,80.8,6.88,1828,5,PRECIP,2021,166.0000002,78.99999928,117.0000002,220.5000001,284.0000002,192.3000041,242.8000026,134.3999987,180.9000008,381.6000001,331.8000051,148.3000002
01NE0010,AMBEWELA,80.8,6.88,1828,5,PRECIP,2022,48.70000052,53.7000012,121.5999968,414.3000029,265.4999967,104.6000001,280.1000007,335.0999967,105.1999981,370.200002,157.4999984,160.1000013
01NE0010,AMBEWELA,80.8,6.88,1828,5,PRECIP,2023,67.50000095,144.9000002,70.00000012,228.6000011,96.0000003,90.89999938,195.6000007,113.4000001,232.3000004,414.9000006,477.8000023,710.2999971
01AM0012,AMPARAI TANK,81.67,7.28,27,5,PRECIP,2019,137.0999999,127.0999999,22.20000076,38,0,21.5,88.49999905,164.9999986,74.60000038,220.3999949,517.6000004,646.4000006
01AM0012,AMPARAI TANK,81.67,7.28,27,5,PRECIP,2020,106.4000003,63.40000057,27.89999962,0,99.700001,66,123.7000008,33.60000038,117.7000012,73.40000057,144.8,631.6999965
01AM0012,AMPARAI TANK,81.67,7.28,27,5,PRECIP,2021,395.7999985,97.30000019,132.5999982,91.29999924,81.80000162,123.5,66.30000019,50.69999838,111.4000015,235.3999996,453.5999951,267.9000015
01AM0012,AMPARAI TANK,81.67,7.28,27,5,PRECIP,2022,285.5000041,166.9000037,119.8000002,377.9000034,46.30000114,36.40000057,86.20000029,90.89999914,56.39999962,342.3000038,271.9000015,249.3000026
01AM0012,AMPARAI TANK,81.67,7.28,27,5,PRECIP,2023,158.3000002,264.9000025,100.4000018,71.79999971,151.6000013,133.1999993,31.00000024,53.19999862,96.29999828,220.4000041,316.7000008,537.3999987
01TC0014,ANDANKULAM TANK,81.18,8.6,16,5,PRECIP,2019,DNA,DNA,DNA,DNA,DNA,DNA,DNA,111.4000013,DNA,DNA,DNA,DNA
01PU0013,ANAMADUWA DISPENSARY,80,7.88,76,5,PRECIP,2019,0,31,49.5,132.2000002,0.100000001,57.80000076,11.60000038,111.4000013,237.7999964,330.7000035,197.0999991,225.799997
01PU0013,ANAMADUWA DISPENSARY,80,7.88,76,5,PRECIP,2020,2.600000024,0.699999988,5.5,291.5999956,128.1000008,88.9999992,38.90000096,55.80000067,269.3999933,72.50000167,291.4999992,171.0000025
01PU0013,ANAMADUWA DISPENSARY,80,7.88,76,5,PRECIP,2021,92.00000115,17.19999981,187.0000029,64.70000017,483.7999989,177.7000031,36.0999999,21.09999955,39.30000079,315.200001,638.2000051,37.49999917
01PU0013,ANAMADUWA DISPENSARY,80,7.88,76,5,PRECIP,2022,15.70000029,58.99999976,16,149.7000012,150.5000012,8.599999815,117.4000015,59.19999965,15.70000029,204.4999992,188.8999975,132.4999991
01PU0013,ANAMADUWA DISPENSARY,80,7.88,76,5,PRECIP,2023,25.69999976,127.7999978,12.80000007,121.1000006,289.5999944,2.600000001,6.199999809,0.100000001,193.4999993,322.6000002,624.2999977,190.3999973
01KG014A,ANDIGAMA FARM,80.12,7.37,16,5,PRECIP,2019,0,120.5,7.300000191,354.4999963,19.9000001,265.4000029,63.49999976,151.7000014,191.6999993,322.9000002,208.200001,106.2000003
01KG014A,ANDIGAMA FARM,80.12,7.37,16,5,PRECIP,2020,8.500000238,0,18.5999999,238.6999972,120.4000016,80.30000013,74.59999943,129.2000004,381.8999968,73.50000048,298.4999948,101.0999999
01KG014A,ANDIGAMA FARM,80.12,7.37,16,5,PRECIP,2021,105.9000008,DNA,255.7000008,172.0999992,741.3000035,326.4000011,78.70000005,99.09999931,175.9,210.0000015,493.6000025,30.60000038
01KG014A,ANDIGAMA FARM,80.12,7.37,16,5,PRECIP,2022,0,DNA,36.60000086,162.1999986,256.5000015,67.59999943,62.80000043,196.3999999,7.5,350.5000014,140.0999982,205.9999981
01KG014A,ANDIGAMA FARM,80.12,7.37,16,5,PRECIP,2023,11.5999999,24.40000081,35.09999967,322.8999999,159.3999996,77.69999982,71.70000124,48,419.9000001,233.9000006,658.0000028,130.0000004
01KE0021,ARANAYAKE GOVT. HOSPITAL,80.47,7.18,16,5,PRECIP,2019,11.4000001,129.3,50.29999983,275.0000005,DNA,152.4999995,87.90000057,315.2000003,113.0999996,462.3999999,163.7000003,89.40000081
01KE0021,ARANAYAKE GOVT. HOSPITAL,80.47,7.18,16,5,PRECIP,2020,49.29999924,5.600000024,DNA,214.900001,213.3000002,129.0999987,160.1999998,153.5,288.0000002,86.30000055,270.5000007,125.2000012
01KE0021,ARANAYAKE GOVT. HOSPITAL,80.47,7.18,16,5,PRECIP,2021,174.5,84.90000057,93.99999881,213.3,411.4000009,256.9000028,125.6000009,304.8999997,240.0000005,331.8999979,438.6000001,94.30000019
01KE0021,ARANAYAKE GOVT. HOSPITAL,80.47,7.18,16,5,PRECIP,2022,13.89999986,7,124.9999986,288.9999983,379.3000021,52.29999959,173.5999997,308.1999959,197.3999994,427.9999981,242.4000015,235.7000008
01KE0021,ARANAYAKE GOVT. HOSPITAL,80.47,7.18,16,5,PRECIP,2023,18.30000043,51.09999967,313.3999996,248.5000012,131.5999999,188.8000007,99.50000072,66.5,247.1999981,372.6999993,536.4000024,187.9000001
01CB0016,ANGODA MENTAL HOSPITAL,79.92,6.93,15,5,PRECIP,2019,3.5,216.9999969,140.8999977,140.3000016,242.5000043,342.5000007,102.3000004,380.8999953,703.7999909,402.799999,458.9000034,210.5999973
01CB0016,ANGODA MENTAL HOSPITAL,79.92,6.93,15,5,PRECIP,2020,62.5,0,65.80000019,102.999999,152.8999996,176.5000002,137.0000012,81.80000043,593.4999893,188.3000011,195.2000008,174.2999973
01CB0016,ANGODA MENTAL HOSPITAL,79.92,6.93,15,5,PRECIP,2021,173.4000015,40.39999986,163.6000009,182.7999966,371.3000004,447.0000038,294.9999998,154.700002,213.8999991,352.0000002,392.1999998,70.59999967
01CB0016,ANGODA MENTAL HOSPITAL,79.92,6.93,15,5,PRECIP,2022,28.89999962,18.5,55,319.8999968,311.9999995,90.49999952,12.5,42.50000048,128.6999979,511.3999951,323.9999938,254.8000009
01CB0016,ANGODA MENTAL HOSPITAL,79.92,6.93,15,5,PRECIP,2023,167.7000008,43.60000062,157.3000014,244.0999961,283.2,197.4000008,57.99999952,67.90000057,649.5000038,544.9999981,495.1999977,338.7000012
01HT005A,ANGUNAKOLAPELESSA,80.88,6.17,16,5,PRECIP,2019,4.5,71.10000029,54.80000007,123.1999984,53.00000095,38.99999996,87.89999902,180.5000001,307.2999983,344.2999981,147.6999985,135.5000019
01HT005A,ANGUNAKOLAPELESSA,80.88,6.17,16,5,PRECIP,2020,12.4000001,1.099999979,3,73.50000048,68.09999901,53.00000018,151.3999988,87.19999929,157.9000006,32.99999996,286.0999983,160.1999971
01HT005A,ANGUNAKOLAPELESSA,80.88,6.17,16,5,PRECIP,2021,199.7999968,2.00000003,137.3000019,74.9999994,130.8999993,29.19999945,94.60000183,33.19999957,117.3000003,264.0999964,191.1000009,161.0999992
01HT005A,ANGUNAKOLAPELESSA,80.88,6.17,16,5,PRECIP,2022,32.80000001,6.799999982,79.19999915,188.3000012,136.1000023,102.8000009,59.19999816,89.00000092,10.90000015,67.6000004,157.8,164.4000016
01HT005A,ANGUNAKOLAPELESSA,80.88,6.17,16,5,PRECIP,2023,80.99999847,114.3999989,57.29999979,DNA,85.50000098,27.09999973,20.70000052,75.79999709,504.9999966,399.5999965,236.0999992,264.9999988
01NE0017,ANNFIELD ESTATE,80.63,6.87,1311,5,PRECIP,2019,40.80000067,197.2000027,79.10000134,323.0000035,63.59999895,257.9000028,275.5999985,457.9999986,286.4000046,448.099999,DNA,185.1000037
01NE0017,ANNFIELD ESTATE,80.63,6.87,1311,5,PRECIP,2020,12.69999981,0,74.09999895,223.7999986,519.3999929,199.9999986,180.3999991,308.000001,417.5000035,199.5999981,158.8000004,DNA
01NE0017,ANNFIELD ESTATE,80.63,6.87,1311,5,PRECIP,2021,206.2999998,34.80000019,151.0000006,250.0000011,551.4000025,264.7999939,391.5999997,291.8000005,241.5000031,392.3999981,370.1000013,71.19999909
01NE0017,ANNFIELD ESTATE,80.63,6.87,1311,5,PRECIP,2022,51.89999962,137.1999974,85.80000103,296.500001,443.199996,121.400001,450.0999986,539.8999949,165.5000007,658.4999959,159.9000022,119.5000002
01NE0017,ANNFIELD ESTATE,80.63,6.87,1311,5,PRECIP,2023,41.299999,79.19999766,228,432.7999976,180.1999981,193.2000014,343.8000015,32.40000033,376.6999993,445.6999986,611.7000029,286.3000021
01MT0018,ANNINGKANDA ESTATE,80.62,6.35,534,5,PRECIP,2019,18.4000001,155.2000006,76.79999924,181.8999999,212.1999993,269.2999978,178.6999996,619.6000009,1107.4,1023.099998,575.4000027,530.5999947
01MT0018,ANNINGKANDA ESTATE,80.62,6.35,534,5,PRECIP,2020,30.30000043,4.5,95.80000114,410.9000004,DNA,101.3999996,170.8000025,182.8000002,DNA,158.0999994,635.8999927,367.6999996
01MT0018,ANNINGKANDA ESTATE,80.62,6.35,534,5,PRECIP,2021,188.2000002,206.1999998,93.79999971,192.4000007,931.2000016,85.19999957,305.6,282,489.8999922,829.7000089,661.0000014,415.500006
01MT0018,ANNINGKANDA ESTATE,80.62,6.35,534,5,PRECIP,2022,442.4000037,188.6999948,318.5999961,1152.499996,806.6999979,107.1000003,267.8999953,DNA,158.700002,451.7000046,432.8000014,317.4999981
01MT0018,ANNINGKANDA ESTATE,80.62,6.35,534,5,PRECIP,2023,241.3999977,143.5,261.000001,260.8999984,543.2000047,266.9999973,139.2000006,70,618,731,380,DNA
43421,ANURADHAPURA,80.38,8.35,92,5,PRECIP,2019,0,87.50000235,0,155.700003,3.900000095,0.200000003,1.499999978,96.30000112,79.70000058,258.5999973,347.5000042,293.3000001
43421,ANURADHAPURA,80.38,8.35,92,5,PRECIP,2020,11.39999998,35.60000081,13.69999981,148.1999966,205.9999989,13.60000038,169.3000039,38.99999936,45.59999997,39.30000034,301.300006,239.2000023
43421,ANURADHAPURA,80.38,8.35,92,5,PRECIP,2021,168.6000008,18.8000001,40.49999931,131.0000006,90.59999942,3.000000037,72.09999962,106.1999986,132.6000031,281.4999967,413.5999995,74.89999992
43421,ANURADHAPURA,80.38,8.35,92,5,PRECIP,2022,73.10000129,70.80000061,90.1,440.9999969,DNA,13.69999957,87.10000002,55.00000107,41.09999914,169.2000022,207.1000009,310.1999967
43421,ANURADHAPURA,80.38,8.35,92,5,PRECIP,2023,149.3000004,69.09999919,72.19999909,274.4999966,121.1999997,1.799999952,0,2.600000054,48.49999954,257.299996,419.7999969,236.6000029
01PL020A,ARALAGANWILA,81.15,7.8,60,5,PRECIP,2019,13.49999976,78.00000095,0,47.09999847,68.69999886,0,11.5,61.40000057,80.89999929,279.2999982,356.0000033,604.2000031
01PL020A,ARALAGANWILA,81.15,7.8,60,5,PRECIP,2020,100.8000001,17.5,0,97.60000151,232.7000018,75.5,71.99999976,67.59999999,46.5999999,74.4000001,191.6999997,537.6999941
01PL020A,ARALAGANWILA,81.15,7.8,60,5,PRECIP,2021,449.7999992,32.90000069,48.69999957,59.19999909,85.59999967,36.09999919,21.39999962,155.2000008,15.89999962,195.2999997,210.7999971,DNA
01PL020A,ARALAGANWILA,81.15,7.8,60,5,PRECIP,2022,221.2000029,172.6000006,66.90000069,146.1000001,0,13.5,102,132.1999969,58.0999999,229.799998,199.3999969,318.8999978
01PL020A,ARALAGANWILA,81.15,7.8,60,5,PRECIP,2023,130.100001,277.8000011,121.1000004,73.5999999,184.2999976,0,0,98.10000038,73.69999945,419.499998,349.4000008,532.8000004
01KT021A,ARAMANAGOLLA,80.05,6.73,0,5,PRECIP,2019,11.30000019,182.5999978,151.6999989,332.8,255.7000017,413.1000004,160.6999991,493.1000021,690.1000018,666.1000059,641.3000021,194.7000003
01KT021A,ARAMANAGOLLA,80.05,6.73,0,5,PRECIP,2020,88.39999819,26.60000086,DNA,DNA,318.5000041,232.2000012,242.5000014,122.7999992,863.5000095,152.5000017,381.8000026,232.8000011
01KT021A,ARAMANAGOLLA,80.05,6.73,0,5,PRECIP,2021,386.8000014,20.40000057,335.3999972,101.2000005,630.5000026,561.7000003,317.6999989,249.7999972,385.2000012,531.3000021,461.8000069,352.7000065
01KT021A,ARAMANAGOLLA,80.05,6.73,0,5,PRECIP,2022,99.60000038,49.19999981,68.59999847,314.899997,668.6999981,200.1000023,83.3999989,254.1999993,184.1999991,675.2000036,310.5000082,398.6999998
01KT021A,ARAMANAGOLLA,80.05,6.73,0,5,PRECIP,2023,134.2000008,110.5,152.1000011,263.1000023,329,366.6999969,168.0999985,169.599999,910.1999986,631.7999992,370.2000038,382.9000037
01KE021B,ARANAYAKE MINI HYDRO PRO,80.47,7.13,0,5,PRECIP,2019,15.30000019,146.4999967,9,190.0999997,4.099999905,197.2999997,195.6999974,411.4000018,224.1999992,354.8999991,156.5000021,127.9000021
01KE021B,ARANAYAKE MINI HYDRO PRO,80.47,7.13,0,5,PRECIP,2020,0,0,0,21.20000076,287.2999969,167.2000017,219.400001,192.9000018,398.7000009,132.6999992,228.2000034,217.3000016
01KE021B,ARANAYAKE MINI HYDRO PRO,80.47,7.13,0,5,PRECIP,2021,158.8000008,27.10000038,145.5999985,251.8000007,742.7000031,281.5000002,304.8000042,414.8999999,368.9999996,490.8999969,634.7000003,79.20000136
01KE021B,ARANAYAKE MINI HYDRO PRO,80.47,7.13,0,5,PRECIP,2022,23.5,16.10000038,3,127.5999994,452.1000013,DNA,DNA,DNA,DNA,DNA,DNA,84.20000076
01KE021B,ARANAYAKE MINI HYDRO PRO,80.47,7.13,0,5,PRECIP,2023,0,12,127.5000019,235.7000029,217.4999994,155.6999999,88.0000011,56.99999905,442.2999979,714.6999979,848.1000037,270.0000008
01JF024C,ATCHUVELY,80.1,9.77,14,5,PRECIP,2019,3.5,0,0,2.5,3.5,0,10.5,39.5,235.5,89,482.7999992,469.1999998
01JF024C,ATCHUVELY,80.1,9.77,14,5,PRECIP,2020,0,0,0,0,38.30000049,12.30000019,127.0999971,47.29999924,200.3000002,33,521.0999985,708
01JF024C,ATCHUVELY,80.1,9.77,14,5,PRECIP,2021,393.6000046,DNA,0,7,DNA,34,29.29999945,24.40000039,44.4000002,419.8000024,927.8000101,302.9000004
01JF024C,ATCHUVELY,80.1,9.77,14,5,PRECIP,2022,279.3000025,145,96.60000229,132.7999991,5.699999809,5.800000109,83.70000184,87.40000248,71.5,327.2999983,547.9000083,267.6000021
01JF024C,ATCHUVELY,80.1,9.77,14,5,PRECIP,2023,27.5,230.6000013,26.59999943,0.300000004,141.6999995,30.29999906,17.59999962,49.20000076,68.09999925,145.3999988,948.5000008,694.4000052
01KG024A,ATHARAGALLA,80.28,7.92,0,5,PRECIP,2019,0,77,52,190.0000002,0,29.5,0,44,135,626,134,252.1999984
01KG024A,ATHARAGALLA,80.28,7.92,0,5,PRECIP,2020,4.400000095,0,0,197.2999992,204.6999998,73.40000057,75.59999967,27.59999919,193.0000002,20.70000029,296.7999995,142.1000013
01KG024A,ATHARAGALLA,80.28,7.92,0,5,PRECIP,2021,86.80000019,21,76,81,558,38,48.10000038,6.5,66,204.8999996,324.6999998,20.9000001
01KG024A,ATHARAGALLA,80.28,7.92,0,5,PRECIP,2022,25.19999981,57.19999981,12.00000024,282.5000043,77.70000267,2.5,84.60000086,93.49999976,24.29999995,121.6999998,124.9000006,187.400003
01KG024A,ATHARAGALLA,80.28,7.92,0,5,PRECIP,2023,43.20000076,97.19999838,62.19999862,259.3000011,74.70000172,0,10.30000019,7.300000191,142.3000016,159.0000014,582.300005,236.7999992
01MT024B,ATHUELA,80.47,6.23,650,5,PRECIP,2019,105,159.0000002,157,305.5,200.5,377.2000008,DNA,DNA,DNA,DNA,DNA,DNA
01CB0025,AVISSAWELLA ESTATE,80.18,6.92,229,5,PRECIP,2019,0.600000024,301.4000034,DNA,DNA,DNA,DNA,DNA,DNA,715.4000044,484.400001,DNA,216.2000008
01CB0025,AVISSAWELLA ESTATE,80.18,6.92,229,5,PRECIP,2020,125.600004,DNA,125.8000029,345.7999933,445.5999973,224.0000027,214.2000043,DNA,530.3999983,198.3999964,268.6,DNA
01CB0025,AVISSAWELLA ESTATE,80.18,6.92,229,5,PRECIP,2021,DNA,DNA,DNA,157.4000021,595.1999991,DNA,215.9999983,314.7999969,DNA,DNA,DNA,DNA
01CB0025,AVISSAWELLA ESTATE,80.18,6.92,229,5,PRECIP,2022,105.5999985,104.7999994,87.00000095,345.599999,544.9999986,169.6000005,87.20000005,301.1999955,195.9999981,710.5999959,188.4000006,173.1999994
01CB0025,AVISSAWELLA ESTATE,80.18,6.92,229,5,PRECIP,2023,168.5999975,138.3999999,301.7999972,290.6000031,248.2000016,267.3999987,164.1000007,132.800002,702.3000019,644.5999939,748.2000089,406.599998
01AM001C,AKKARAIPATTU,81.85,7.22,16,5,PRECIP,2019,DNA,DNA,18.79999995,21.39999962,DNA,7.900000095,DNA,DNA,DNA,DNA,DNA,DNA
01AM001C,AKKARAIPATTU,81.85,7.22,16,5,PRECIP,2021,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA,3
01CB0026,AVISSAWELLA HOSPITAL,80.22,6.95,30,5,PRECIP,2019,36.00000151,316.3000027,132.9999981,480.5999958,133.0000004,373.3999978,173.400001,421.5000042,677.1999953,596.0000058,626.7000031,199.3999982
01CB0026,AVISSAWELLA HOSPITAL,80.22,6.95,30,5,PRECIP,2020,47.29999942,5.899999857,152.5999999,296.2,314.0000002,274.1999961,278.0000011,133.4,794.8000038,182.400001,303.5,226
01CB0026,AVISSAWELLA HOSPITAL,80.22,6.95,30,5,PRECIP,2021,323,37,588.2999969,324.000003,896.5999966,553.9000027,269.2999995,399.1999972,451.3999977,508.0999972,741.6999916,DNA
01CB0026,AVISSAWELLA HOSPITAL,80.22,6.95,30,5,PRECIP,2022,72.8000001,210.9000027,204.2999966,385.8000042,608.7999976,237.0999988,90.79999844,339.8000028,223.900003,810.9999957,356.9999979,333.7999957
01CB0026,AVISSAWELLA HOSPITAL,80.22,6.95,30,5,PRECIP,2023,149.2999945,175.2000004,310.0000033,509.3999962,203.9000044,442.5000068,144.200001,118.6000004,664.8000045,657.2999946,777.5000002,411.1000032
01RT026A,AYAGAMA,80.3,6.65,16,5,PRECIP,2019,54.49999905,279.3000002,105,228.8000011,167,477.500001,DNA,DNA,DNA,DNA,DNA,DNA
01RT026A,AYAGAMA,80.3,6.65,16,5,PRECIP,2022,DNA,183.8000002,287.2999988,360.0000005,1102.700002,307.800004,290.4999983,482.9000032,123.599999,856.8000076,235.2000002,349.3999996
01RT026A,AYAGAMA,80.3,6.65,16,5,PRECIP,2023,181.2999983,117.8000028,374.899997,365.400001,303.2999995,DNA,DNA,DNA,DNA,DNA,DNA,DNA
01AN001G,ABHAYAPURA GALKULAMA,80.48,8.27,16,5,PRECIP,2019,17,197.5,0,26.5,58,10,34.5,24,82.19999981,233.5,266.4000006,377.5
01AN001G,ABHAYAPURA GALKULAMA,80.48,8.27,16,5,PRECIP,2020,21.10000038,4,0,0,72,24,40,16,22,28,288,318
